Corpus,File,Name,Verb,Age,Sent,Syntatic Object,Event or Object,Syntatic Object,Event or Object,Convergence,Comments,Comments,
Brown,eve18.xml,['Eve'],make|makes|making|maked,['P2Y2M'],see I'm making you something,something,pronoun,something,pronoun,pronoun,,,
Brown,eve18.xml,['Eve'],make|makes|making|maked,['P2Y2M'],di di did you make them,then,pronoun,them,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],ma make some ears,ear,object,ear,object,object,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],did you make a great big hole in here,hole,object,hole,object,object,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],that make Sarah happy,Sarah,object,Sarah,object,object,?,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],xxx Fraser make me two snow mans men,snow man,object,snow man,object,object,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],that make him that make him help,him,pronoun,him,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],cookie that'll make me happy,me,pronoun,me,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],chocolate would make me,me,pronoun,me,pronoun,pronoun,?,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],my lunch'll make me happy,me,pronoun,me,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],that will make me happy,me,pronoun,me,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],I making  one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],I making  one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],I making  one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],I making  one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],I making  one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve19.xml,['Eve'],make|makes|making|maked,['P2Y3M'],you please make me some,some,pronoun,some,pronoun,pronoun,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],yeah you making a coffee cup,coffee,object,coffee cup,object,object,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],you make the eyebrow for her,eyebrow,object,eyebrow,object,object,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],because you make the eyebrow on dat that one,eyebrow,object,eyebrow,object,object,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],xxx we're going to make a make a blue house,house,object,house,object,object,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],now make de the other one,one,pronoun,one,pronoun,pronoun,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],you make a blue one for me,one,pronoun,one,pronoun,pronoun,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],let's make a xxx,xxx,,,,0,?,?,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],xxx you make de the xxx,xxx,,,,0,?,?,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],yeah let's make another,,,,,0,,,
Brown,eve20.xml,['Eve'],make|makes|making|maked,['P2Y3M'],I going a make it red,,,,,0,,,
Brown,sarah027.xml,['Sarah'],make|makes|making|maked,['P2Y9M'],I make it xxx,,,,,0,?,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],make I xxx make a,a,object,a,object,object,?,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],I make cat,cat,object,cat,object,object,,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],Mommy make clown,clown,object,clown,object,object,,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],I make Dawson,Dawson,object,Dawson,object,object,,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],I make k,k,object,k,object,object,?,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],I wanna make k,k,object,k,object,object,?,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],I wan make k,k,object,k,object,object,?,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],I wa n make k,k,object,k,object,object,?,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],xxx make Michael,Michael,object,Michael,object,object,,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],xxx make Michael,Michael,object,Michael,object,object,,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],xxx make dis this one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],you make four,,,,,0,?,,
Brown,sarah028.xml,['Sarah'],make|makes|making|maked,['P2Y9M6D'],you make it,,,,,0,,,
Brown,sarah030.xml,['Sarah'],make|makes|making|maked,['P2Y9M20D'],we wanna make sit down,sit,event,sit,event,event,,,
Brown,sarah031.xml,['Sarah'],make|makes|making|maked,['P2Y9M29D'],her make pancakes,pancake,object,pancakes,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],no you make circle,circle,object,circle,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],I make nose,nose,object,nose,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],I make pocketbook,pocketbook,object,pocketbook,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],I make pocketbook,pocketbook,object,pocketbook,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],I make pocketbook,pocketbook,object,pocketbook,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],xxx I make Sarah on,Sarah,object,Sarah,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],I make Sarah on,Sarah,object,Sarah,object,object,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],I make dis this here,this,pronoun,this,pronoun,pronoun,,,
Brown,sarah032.xml,['Sarah'],make|makes|making|maked,['P2Y10M5D'],you make dis this way,,,,,0,?,,
Brown,sarah033.xml,['Sarah'],make|makes|making|maked,['P2Y10M11D'],I want make dat that,that,pronoun,that,pronoun,pronoun,,,
Brown,sarah038.xml,['Sarah'],make|makes|making|maked,['P2Y11M23D'],um make cake,cake,object,cake,object,object,,,
Brown,sarah038.xml,['Sarah'],make|makes|making|maked,['P2Y11M23D'],I my make cake,cake,object,cake,object,object,,,
Brown,sarah038.xml,['Sarah'],make|makes|making|maked,['P2Y11M23D'],I making cake,cake,object,cake,object,object,,,
Brown,sarah040.xml,['Sarah'],make|makes|making|maked,['P3Y0M18D'],I make top for it xxx,top,object,top,object,object,,,
Brown,sarah042.xml,['Sarah'],make|makes|making|maked,['P3Y0M27D'],Mommy you make a s,s,object,s,object,object,?,,
Brown,sarah042.xml,['Sarah'],make|makes|making|maked,['P3Y0M27D'],you make s,s,object,s,object,object,?,,
Brown,sarah042.xml,['Sarah'],make|makes|making|maked,['P3Y0M27D'],Mommy you make you make s,s,object,s,object,object,?,,
Brown,sarah042.xml,['Sarah'],make|makes|making|maked,['P3Y0M27D'],now you make it,,,,,0,,,
Brown,sarah042.xml,['Sarah'],make|makes|making|maked,['P3Y0M27D'],no you make it,,,,,0,,,
Brown,sarah042.xml,['Sarah'],make|makes|making|maked,['P3Y0M27D'],xxx you make it,,,,,0,,,
Brown,sarah044.xml,['Sarah'],make|makes|making|maked,['P3Y1M10D'],I'm going ma make a ho,ho,object,ho,object,object,,,
Brown,sarah045.xml,['Sarah'],make|makes|making|maked,['P3Y1M17D'],o I make an apple,apple,object,apple,object,object,,,
Brown,sarah046.xml,['Sarah'],make|makes|making|maked,['P3Y1M24D'],I wanna make a blanket,blanket,object,blaket,object,object,,,
Brown,sarah046.xml,['Sarah'],make|makes|making|maked,['P3Y1M24D'],I wanna make a blanket huh San,blanket,object,blaket,object,object,,,
Brown,sarah049.xml,['Sarah'],make|makes|making|maked,['P3Y2M16D'],I mak I'm gonna make a a,a,object,a,object,object,,,
Brown,sarah051.xml,['Sarah'],make|makes|making|maked,['P3Y3M7D'],I make him hop,him,pronoun,him,pronoun,pronoun,?,,
Brown,sarah054.xml,['Sarah'],make|makes|making|maked,['P3Y3M20D'],I make uh baby uh,baby,object,baby,object,object,,,
Brown,sarah054.xml,['Sarah'],make|makes|making|maked,['P3Y3M20D'],he make a Momma  a baby  sister,"Momma,sister",object,Momma/baby sister,object,object,,,
Brown,sarah054.xml,['Sarah'],make|makes|making|maked,['P3Y3M20D'],I make uh q,q,object,q,object,object,?,,
Brown,sarah054.xml,['Sarah'],make|makes|making|maked,['P3Y3M20D'],you make uh s,s,object,s,object,object,?,,
Brown,sarah054.xml,['Sarah'],make|makes|making|maked,['P3Y3M20D'],now I make em,em,pronoun,em,pronoun,pronoun,,,
Brown,sarah056.xml,['Sarah'],make|makes|making|maked,['P3Y4M1D'],now make a yyy one o those,yyy,,one,pronoun,!!!,,?,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],will you make a dog,dog,object,dog,object,object,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],h you wan make a dog,dog,object,dog,object,object,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],wan a make a f,f ,object,f ,object,object,?,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],I can make an h,h,object,h,object,object,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],make i that way  that way,i,object,i,object,object,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],I make Chantilly,Chantilly,pronoun,one,pronoun,pronoun,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],I make one dat that way  that way,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],you make it,,,,,,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],you make it,,,,,,,,
Brown,sarah057.xml,['Sarah'],make|makes|making|maked,['P3Y4M9D'],yeah make it,,,,,,,,
Brown,sarah061.xml,['Sarah'],make|makes|making|maked,['P3Y5M7D'],hey de the make a moon,moon,object,moon,object,object,,,
Brown,sarah062.xml,['Sarah'],make|makes|making|maked,['P3Y5M13D'],goin make a picture of it,picture,object,it,pronoun,!!!,?,,
Brown,sarah062.xml,['Sarah'],make|makes|making|maked,['P3Y5M13D'],I'm make a,a,object,a,object,object,?,,
Brown,sarah062.xml,['Sarah'],make|makes|making|maked,['P3Y5M13D'],now we can make a drawing,drawing,object,drawing,object,object,,,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],I make a duck,duck,object,duck,object,object,,,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],I make a house,house,object,house,object,object,,,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],yyy you make a house,house,object,house,object,object,,,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],and make a xxx this little boy,xxx,,,,0,?,?,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],I gonna make uh yyy,yyy,,,,0,,?,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],I make it,,,,,,,,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],costume you make it show,,,,,0,?,,
Brown,sarah063.xml,['Sarah'],make|makes|making|maked,['P3Y5M20D'],are you going to make it with me,,,,,0,,,
Brown,sarah064.xml,['Sarah'],make|makes|making|maked,['P3Y6M6D'],I goin make a o,o,object,o,object,object,?,,
Brown,sarah070.xml,['Sarah'],make|makes|making|maked,['P3Y7M23D'],so we can make a boat,boat,object,boat,object,object,,,
Brown,sarah070.xml,['Sarah'],make|makes|making|maked,['P3Y7M23D'],so we can make a boat,boat,object,boat,object,object,,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],will you make an e,e,object,e,object,object,?,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],you make another letter,letter,object,letter,object,object,,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],well you make an o,o,object,o,object,object,?,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],you maked made one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],now make this,this,pronoun,this,pronoun,pronoun,,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],you make this,this,pronoun,this,pronoun,pronoun,,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],you make this draw,this,pronoun,this,pronoun,pronoun,?,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],I can't make it,,,,,0,,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],see I can't make it,,,,,0,,,
Brown,sarah071.xml,['Sarah'],make|makes|making|maked,['P3Y7M30D'],you make it,,,,,0,,,
Brown,sarah072.xml,['Sarah'],make|makes|making|maked,['P3Y8M6D'],she makes Kent me tired,Kent,object,Kent,object,object,?,,
Brown,sarah072.xml,['Sarah'],make|makes|making|maked,['P3Y8M6D'],oh make the top open,top,object,top,object,object,?,,
Brown,sarah072.xml,['Sarah'],make|makes|making|maked,['P3Y8M6D'],I make her tired,her,pronoun,her,pronoun,pronoun,?,,
Brown,sarah072.xml,['Sarah'],make|makes|making|maked,['P3Y8M6D'],we better make me,me,pronoun,me,pronoun,pronoun,,,
Brown,sarah072.xml,['Sarah'],make|makes|making|maked,['P3Y8M6D'],well make some for me,some,pronoun,some,pronoun,pronoun,,,
Brown,sarah074.xml,['Sarah'],make|makes|making|maked,['P3Y8M20D'],I goin make an o an o an o o o an o,o,object,o,object,object,?,,
Brown,sarah074.xml,['Sarah'],make|makes|making|maked,['P3Y8M20D'],go go I goin make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah074.xml,['Sarah'],make|makes|making|maked,['P3Y8M20D'],I goin make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah074.xml,['Sarah'],make|makes|making|maked,['P3Y8M20D'],I goin make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah074.xml,['Sarah'],make|makes|making|maked,['P3Y8M20D'],I goin make a whole one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah074.xml,['Sarah'],make|makes|making|maked,['P3Y8M20D'],hey I goin make a yyy,yyy,,,,0,,?,
Brown,sarah075.xml,['Sarah'],make|makes|making|maked,['P3Y8M27D'],I'm xxx I goin make it up xxx,,,,,0,?,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I just goin make a bubble,bubble,object,bubble,object,object,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],that's goin to make a chair,chair,object,chair,object,object,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],alright I make a chair,chair,object,chair,object,object,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I goin make a chair,chair,object,chair,object,object,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I goin to make a round circle,circle,object,circle,object,object,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I goin to make a pillow,pillow,object,pillow,object,object,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],xxx make r,r,object,r,object,object,?,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],ya make r,r,object,r,object,object,?,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I'm goin make I goin to make the s,s,object,s,object,object,?,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I make a square,square,object,square,object,object,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],hey you make a v,v,object,v,object,object,?,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I can make one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],hey you make one that way  that way,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],now I make another one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],you make two a a little one  a big one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],I goin make these,these,pronoun,these,pronoun,pronoun,,,
Brown,sarah076.xml,['Sarah'],make|makes|making|maked,['P3Y9M3D'],goin make a xxx like that,xxx,,,,0,,?,
Brown,sarah078.xml,['Sarah'],make|makes|making|maked,['P3Y9M26D'],see you make the birdie up up,birdie,object,birdie,object,object,,,
Brown,sarah082.xml,['Sarah'],make|makes|making|maked,['P3Y10M16D'],that's just like I goin make Easter eggs,egg,object,egg,object,object,,,
Brown,sarah082.xml,['Sarah'],make|makes|making|maked,['P3Y10M16D'],I make a pig  a pig  a pig,pig,object,pig,object,object,,,
Brown,sarah082.xml,['Sarah'],make|makes|making|maked,['P3Y10M16D'],I made a I made a big pig tail  I'm make a bigger tail,tail,object,tail,object,object,,,
Brown,sarah082.xml,['Sarah'],make|makes|making|maked,['P3Y10M16D'],xxx make it up,,,,,0,,,
Brown,sarah082.xml,['Sarah'],make|makes|making|maked,['P3Y10M16D'],I make it,,,,,0,,,
Brown,sarah082.xml,['Sarah'],make|makes|making|maked,['P3Y10M16D'],want me make it uh pig,,,,,0,,,
Brown,sarah082.xml,['Sarah'],make|makes|making|maked,['P3Y10M16D'],want me make it a pig,,,,,0,,,
Brown,sarah087.xml,['Sarah'],make|makes|making|maked,['P4Y0M5D'],we will make that sun shine,sun,object,sun,object,object,?,,
Brown,sarah088.xml,['Sarah'],make|makes|making|maked,['P4Y0M14D'],they make it a o,,,,,0,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],so so we can make different kinds of balls,ball,object,ball,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],Bob you can make balls out_of these huh,ball,object,ball,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I got_to make a big ball a big one,ball,object,ball,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],you can make a bone out_of this,bone,object,bone,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],see that's how you make a cake,cake,object,cake,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I'm make crumbs all over I'm make,crumbs,object,crumbs,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I'm gonna make a cupcake,cupcake,object,cupcake,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],you can make cupcake out_of these Mommy,cupcake,object,cupcake,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],Mommy can you make doggie of this,doggie,object,doggie,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],this are you can make an elephant,elephant,object,elephant,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I goin make an elephant,elephant,object,elephant,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I can make a frog out_of this,frog,object,frog,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],oh you make a monster,monster,object,monster,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],you make a pie,pie,object,pie,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I goin to make another pie,pie,object,pie,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],you can make things out_of this a bone out this,thing,object,things,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I make her a tire,tire,object,tire,object,object,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],watch me make somethin out_of this,something,pronoun,something,pronoun,pronoun,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I can easy make this,this,pronoun,this,pronoun,pronoun,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],hey you make xxx about xxx,xxx,,,,0,?,?,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],old piece so you can make it huh,,,,,0,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],you goin make it,,,,,0,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],you goin make it,,,,,0,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],goin make out_of this,,,,,0,?,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],doesn't make any difference haha,,,difference,,0,?,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I gonna make a,,,,,0,?,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I make already,,,,,0,?,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I goin make a,,,,,0,?,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I can make it soft,,,,,0,,,
Brown,sarah089.xml,['Sarah'],make|makes|making|maked,['P4Y0M28D'],I can make it soft,,,,,0,,,
Brown,sarah090.xml,['Sarah'],make|makes|making|maked,['P4Y1M4D'],want me make your bangs,bang,object,bangs,object,object,,,
Brown,sarah090.xml,['Sarah'],make|makes|making|maked,['P4Y1M4D'],um so we can make it now,,,,,0,,,
Brown,sarah090.xml,['Sarah'],make|makes|making|maked,['P4Y1M4D'],you make it in here,,,,,0,,,
Brown,sarah091.xml,['Sarah'],make|makes|making|maked,['P4Y1M11D'],I gonna make a thing out o this,thing,object,thing,object,object,,,
Brown,sarah091.xml,['Sarah'],make|makes|making|maked,['P4Y1M11D'],how did I make it,,,,,0,,,
Brown,sarah091.xml,['Sarah'],make|makes|making|maked,['P4Y1M11D'],how did I make it,,,,,0,,,
Brown,sarah093.xml,['Sarah'],make|makes|making|maked,['P4Y1M28D'],I know how to make a,a,object,a,object,object,?,,
Brown,sarah093.xml,['Sarah'],make|makes|making|maked,['P4Y1M28D'],now you make a b,b,object,b,object,object,?,,
Brown,sarah093.xml,['Sarah'],make|makes|making|maked,['P4Y1M28D'],that's easy to make a b huh,b,object,b,object,object,?,,
Brown,sarah093.xml,['Sarah'],make|makes|making|maked,['P4Y1M28D'],see you make a line like,line,object,line,object,object,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],you wanna see how I make a k,k,object,k,object,object,?,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],you make two k,k,object,k,object,object,?,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],want me to make another k,k,object,k,object,object,?,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I can make a k do I,k,object,k,object,object,?,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],hey I make a big line,line,object,line,object,object,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I can make a p,p,object,p,object,object,?,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],you make a p like that,p,object,p,object,object,?,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],know how to make a tree huh,tree,object,tree,object,object,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],this how you make water,water,object,water,object,object,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I can make a little one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I wanna make a big one,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I make one Daddy,one,pronoun,one,pronoun,pronoun,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],le me make something,something,pronoun,something,pronoun,pronoun,,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],you wanna see how I make a xxx,xxx,,,,0,?,?,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],can you make a xxx now Mommy,xxx,,,,0,?,?,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I can make xxx,xxx,,,,0,?,?,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I can make a um um,,,,,0,?,,
Brown,sarah094.xml,['Sarah'],make|makes|making|maked,['P4Y2M1D'],I don't how to make now,,,,,0,?,,
Brown,sarah096.xml,['Sarah'],make|makes|making|maked,['P4Y2M16D'],how d you make waves,waves,object,wave,object,object,,,
Brown,sarah096.xml,['Sarah'],make|makes|making|maked,['P4Y2M16D'],she's making me hit myself,me,pronoun,me,pronoun,pronoun,?,,
Brown,sarah097.xml,['Sarah'],make|makes|making|maked,['P4Y2M23D'],I told ya I could make a carrot,carrot,object,carrot,object,object,,,
Brown,sarah097.xml,['Sarah'],make|makes|making|maked,['P4Y2M23D'],and now I'm gonna make the circle on it,circle,object,circle,object,object,,,
Brown,sarah097.xml,['Sarah'],make|makes|making|maked,['P4Y2M23D'],I'm gonna make my hand,hand,object,hand,object,object,,,
Brown,sarah097.xml,['Sarah'],make|makes|making|maked,['P4Y2M23D'],ya make a line that way and color in over that way,line,object,line/color,object,object,,,
Brown,sarah097.xml,['Sarah'],make|makes|making|maked,['P4Y2M23D'],ya  to make a point,point,object,point,object,object,,,
Brown,sarah097.xml,['Sarah'],make|makes|making|maked,['P4Y2M23D'],see I can make it,,,,,0,,,
Brown,sarah098.xml,['Sarah'],make|makes|making|maked,['P4Y2M28D'],I can make a children,children,object,child,object,object,,,
Brown,sarah098.xml,['Sarah'],make|makes|making|maked,['P4Y2M28D'],wanna see me make an f,f,object,f,object,object,?,,
Brown,sarah098.xml,['Sarah'],make|makes|making|maked,['P4Y2M28D'],know how to make a mirror,mirror,object,mirror,object,object,,,
Brown,sarah098.xml,['Sarah'],make|makes|making|maked,['P4Y2M28D'],how you make a s Mom,s,object,s,object,object,?,,
